システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧,10,172,91
10181,0,29,51,6673,33,,
10185,2,31,45,6684,37,,
10189,2,33,48,6684,40,,
10193,-10,23,34,6717,44,,
10197,-6,29,37,6717,49,,
10201,-4,33,39,6750,54,,
10205,-7,28,32,6750,59,,
10209,-3,34,35,6749,65,,
10213,0,35,33,6749,71,,
10217,4,41,37,6751,77,,
10221,10,50,41,6751,84,,
10225,15,52,41,6727,91,,
10229,16,56,45,6727,97,,
10233,13,55,39,6664,104,,
10237,10,56,39,6664,110,,
10241,8,59,38,6644,117,,
10245,2,49,33,6644,120,,
10249,1,49,26,6617,126,,
10253,-2,44,31,6617,126,,
10257,-10,44,23,6657,130,,
10261,-9,40,20,6657,133,,
10265,-11,45,24,6688,136,,
10269,-6,44,23,6688,138,,
10273,-5,46,25,6699,140,,
10277,-2,47,21,6699,144,,
10281,0,45,21,6684,146,,
10285,-1,47,23,6684,148,,
10289,7,51,24,6693,151,,
10293,6,52,28,6693,152,,
10297,1,52,27,6664,153,,
10301,1,53,28,6664,154,,
10305,-2,54,26,6647,156,,
10309,-1,50,24,6647,157,,
10313,-4,49,24,6637,157,,
10317,-4,46,19,6637,158,,
10321,-5,47,20,6660,159,,
10325,-5,48,22,6660,159,,
10329,-7,43,16,6684,160,,
10333,-8,44,16,6684,161,,
10337,-16,34,8,6702,161,,
10341,-10,40,12,6702,162,,
10345,-4,40,14,6741,162,,
10349,-2,40,12,6741,163,,
10353,0,45,16,6753,164,,
10357,9,50,19,6753,166,,
10361,15,54,22,6741,168,,
10365,17,59,28,6741,169,,
10369,10,53,22,6693,170,,
10373,19,61,25,6693,173,,
10377,22,66,33,6693,174,,
10381,20,64,30,6693,175,,
10385,14,59,26,6637,176,,
10389,13,60,30,6637,175,,
10393,12,59,27,6658,175,,
10397,5,53,20,6658,176,,
10401,6,52,28,6665,172,,
10405,2,51,19,6665,173,,
10409,-1,50,21,6688,172,,
10413,-1,47,19,6688,171,,
10417,-1,45,17,6702,170,,
10421,1,51,19,6702,171,,
10425,4,50,20,6731,171,,
10429,4,50,16,6731,173,,
10433,5,49,17,6721,174,,
10437,2,51,18,6721,175,,
10441,9,55,20,6725,177,,
10445,9,59,23,6725,179,,
10449,11,60,23,6694,181,,
10453,16,60,28,6694,180,,
10457,20,64,29,6663,181,,
10461,21,64,30,6663,181,,
10465,14,59,25,6655,181,,
10469,16,66,30,6655,182,,
10473,20,67,33,6658,182,,
10477,7,55,25,6658,180,,
10481,3,57,24,6637,180,,
10485,6,58,24,6637,180,,
10489,3,59,24,6692,181,,
10493,-1,53,20,6692,181,,
10497,-1,51,17,6677,181,,
10501,-4,53,17,6677,182,,
10505,3,54,21,6710,181,,
10509,2,59,21,6710,183,,
10513,4,56,22,6697,183,,
10517,10,63,30,6697,182,,
10521,18,63,29,6675,182,,
10525,16,71,37,6675,182,,
10529,13,63,29,6628,182,,
10533,21,74,37,6628,183,,
10537,16,67,35,6642,182,,
10541,7,64,32,6642,181,,
10545,7,65,27,6618,183,,
10549,5,65,30,6618,183,,
10553,2,65,30,6651,183,,
10557,-13,49,17,6651,182,,
10561,-17,49,13,6646,183,,
10565,-11,49,14,6646,183,,
10569,-9,46,13,6749,182,,
10573,-4,52,19,6749,181,,
10577,-3,49,18,6767,180,,
10581,11,64,29,6767,181,,
10585,8,60,26,6742,181,,
10589,5,56,22,6742,181,,
10593,14,67,32,6679,182,,
10597,19,69,35,6679,182,,
10601,16,71,37,6663,182,,
10605,7,64,28,6663,183,,
10609,6,66,30,6614,184,,
10613,5,66,33,6614,183,,
10617,-2,60,23,6641,184,,
10621,-2,61,26,6641,184,,
10625,0,59,24,6665,184,,
10629,-6,57,22,6665,184,,
10633,-3,55,20,6679,184,,
10637,-5,61,26,6679,184,,
10641,7,66,29,6701,185,,
10645,8,64,28,6701,185,,
10649,5,65,29,6656,185,,
10653,14,74,37,6656,186,,
10657,13,71,35,6647,186,,
10661,5,62,28,6647,185,,
10665,1,68,31,6627,186,,
10669,12,76,41,6627,186,,
10673,-3,61,27,6646,185,,
10677,-10,53,18,6646,185,,
10681,-5,58,23,6670,185,,
10685,-2,61,27,6670,184,,
10689,-8,59,22,6721,185,,
10693,-2,55,26,6721,182,,
10697,8,62,28,6702,182,,
10701,7,65,29,6702,183,,
10705,-1,61,27,6701,183,,
10709,8,70,34,6701,184,,
10713,8,66,33,6680,183,,
10717,4,71,35,6680,184,,
10721,4,68,31,6637,185,,
10725,17,78,43,6637,185,,
10729,9,70,34,6645,185,,
10733,3,67,32,6645,185,,
10737,4,68,36,6641,183,,
10741,13,76,43,6641,182,,
10745,7,72,42,6641,180,,
10749,-1,62,33,6641,178,,
10753,0,64,35,6593,176,,
10757,9,71,43,6593,174,,
10761,-3,63,36,6653,172,,
10765,-9,60,30,6653,172,,
10769,4,61,39,6633,168,,
10773,5,65,40,6633,166,,
10777,0,61,39,6636,163,,
10781,2,63,42,6636,160,,
10785,13,69,53,6619,155,,
10789,11,71,51,6619,153,,
10793,5,67,50,6567,150,,
10797,9,69,55,6567,146,,
10801,11,71,58,6557,142,,
10805,0,59,45,6557,139,,
10809,-1,60,54,6514,133,,
10813,0,65,59,6514,128,,
10817,-1,60,60,6569,121,,
10821,-10,45,50,6569,113,,
10825,-15,45,52,6515,105,,
10829,-8,46,58,6515,96,,
10833,-7,48,63,6589,87,,
10837,-13,45,54,6589,83,,
10841,-6,41,55,6561,77,,
10845,9,56,71,6561,72,,
10849,14,60,75,6579,68,,
10853,2,55,72,6579,64,,
10857,0,54,70,6504,61,,
10861,1,51,71,6504,56,,
10865,-2,53,72,6535,53,,
10869,-14,44,68,6535,48,,
10873,-19,37,61,6541,44,,
10877,-14,41,68,6541,39,,
10881,-23,29,58,6617,34,,
10885,-34,17,48,6617,29,,
10889,-21,29,57,6634,27,,
10893,-26,22,50,6634,25,,
10897,-25,24,53,6681,23,,
10901,-18,25,55,6681,21,,
10905,-9,35,63,6714,20,,
10909,8,43,74,6714,18,,
10913,-8,37,66,6663,17,,
10917,11,48,78,6663,16,,
10921,19,53,83,6682,15,,
10925,8,44,75,6682,14,,
10929,2,49,80,6627,13,,
10933,-5,43,70,6627,14,,
10937,-6,42,73,6627,13,,
10941,-6,39,70,6627,12,,
10945,-21,26,56,6649,12,,
10949,-23,21,51,6649,12,,
10953,-22,19,48,6721,12,,
10957,-23,19,51,6721,11,,
10961,-25,15,45,6775,11,,
10965,-17,18,50,6775,10,,
10969,-2,34,60,6795,12,,
10973,3,33,65,6795,11,,
10977,12,39,71,6741,10,,
10981,15,42,73,6741,10,,
10985,20,51,83,6673,9,,
10989,18,51,80,6673,10,,
10993,8,42,74,6629,9,,
10997,7,42,71,6629,10,,
11001,2,37,67,6652,10,,
11005,0,33,67,6652,8,,
11009,-7,28,59,6678,8,,
11013,-10,30,61,6678,8,,
11017,-15,24,54,6721,9,,
11021,-10,26,55,6721,10,,
11025,-14,20,52,6750,9,,
11029,-1,34,63,6750,10,,
11033,11,36,67,6758,10,,
11037,12,38,68,6758,10,,
11041,17,47,78,6675,10,,
11045,17,43,73,6675,10,,
11049,22,51,84,6653,9,,
11053,20,47,76,6653,10,,
11057,15,49,80,6624,10,,
11061,19,52,82,6624,10,,
11065,12,48,77,6626,11,,
11069,4,41,71,6626,11,,
11073,3,40,70,6609,11,,
11077,1,40,66,6609,13,,
11081,-5,37,68,6656,12,,
11085,-8,33,64,6656,11,,
11089,-5,35,63,6671,12,,
11093,-5,34,61,6671,13,,
11097,5,39,68,6683,13,,
11101,8,41,70,6683,13,,
11105,11,49,77,6662,14,,
11109,15,57,84,6662,15,,
11113,13,49,78,6608,15,,
11117,11,49,75,6608,16,,
11121,11,54,80,6599,17,,
11125,13,59,85,6599,18,,
11129,10,50,78,6586,18,,
11133,-3,47,71,6586,20,,
11137,4,50,74,6581,21,,
11141,2,54,74,6581,24,,
11145,-3,46,71,6597,24,,
11149,1,54,74,6597,27,,
11153,2,53,72,6598,30,,
11157,0,51,68,6598,33,,
11161,4,53,69,6570,36,,
11165,4,58,72,6570,39,,
11169,5,61,77,6575,41,,
11173,8,63,74,6575,45,,
11177,4,65,74,6533,49,,
11181,0,59,69,6533,52,,
11185,5,67,74,6530,56,,
11189,-3,66,68,6530,62,,
11193,-13,61,61,6536,68,,
11197,-1,72,69,6536,74,,
11201,-3,67,62,6588,80,,
11205,-15,61,54,6588,86,,
11209,-18,55,47,6586,91,,
11213,0,77,63,6586,98,,
11217,-1,72,58,6655,104,,
11221,-6,72,54,6655,111,,
11225,-4,76,57,6600,117,,
11229,-5,78,55,6600,124,,
11233,-8,71,49,6589,129,,
11237,-5,76,52,6589,134,,
11241,0,87,59,6632,140,,
11245,-2,78,56,6632,142,,
11249,-2,79,48,6597,148,,
11253,-3,85,54,6597,153,,
11257,-12,78,47,6631,157,,
11261,-18,70,37,6631,161,,
11265,-10,74,44,6655,163,,
11269,-9,76,45,6655,165,,
11273,-14,74,40,6673,168,,
11277,-18,71,38,6673,170,,
11281,-5,78,49,6667,170,,
11285,-3,77,44,6667,172,,
11289,-20,72,37,6657,174,,
11293,-2,78,46,6657,174,,
11297,4,84,51,6686,175,,
11301,-3,80,48,6686,175,,
11305,-11,75,43,6659,175,,
11309,2,80,47,6659,176,,
11313,4,83,51,6685,176,,
11317,-2,81,47,6685,177,,
11321,-8,76,46,6661,176,,
11325,2,84,52,6661,176,,
11329,-1,84,50,6663,177,,
11333,-2,78,46,6663,177,,
11337,-8,77,41,6656,179,,
11341,5,80,49,6656,178,,
11345,1,86,51,6673,179,,
11349,-7,80,47,6673,179,,
11353,-1,81,46,6652,180,,
11357,0,77,44,6652,180,,
11361,-1,83,50,6664,180,,
11365,-8,79,45,6664,180,,
11369,3,80,51,6646,178,,
11373,-1,80,49,6646,177,,
11377,-10,70,38,6645,177,,
11381,-7,74,41,6645,177,,
11385,4,82,50,6701,177,,
11389,4,84,52,6701,177,,
11393,-5,78,48,6659,176,,
11397,7,83,52,6659,176,,
11401,-2,80,46,6663,177,,
11405,-8,76,44,6663,177,,
11409,0,83,49,6652,178,,
11413,6,85,49,6652,180,,
11417,-6,77,43,6656,180,,
11421,3,85,50,6656,181,,
11425,13,87,56,6664,180,,
11429,7,87,52,6664,181,,
11433,-8,78,44,6627,181,,
11437,12,94,58,6627,182,,
11441,7,84,54,6658,180,,
11445,0,83,50,6658,180,,
11449,1,86,51,6644,181,,
11453,4,87,57,6644,179,,
11457,4,88,57,6637,178,,
11461,2,84,51,6637,178,,
11465,1,85,52,6615,178,,
11469,4,83,52,6615,177,,
11473,10,94,63,6618,176,,
11477,3,92,58,6618,177,,
11481,3,87,55,6588,177,,
11485,0,85,55,6588,176,,
11489,-4,83,53,6598,175,,
11493,1,87,57,6598,174,,
11497,-1,82,51,6616,174,,
11501,-8,78,47,6616,174,,
11505,-4,87,55,6626,174,,
11509,2,85,56,6626,173,,
11513,-1,84,55,6616,172,,
11517,-2,91,58,6616,173,,
11521,3,87,59,6615,172,,
11525,1,89,56,6615,173,,
11529,-5,84,54,6606,173,,
11533,-4,85,54,6606,173,,
11537,-5,85,54,6616,173,,
11541,-5,83,56,6616,171,,
11545,-12,79,49,6608,171,,
11549,-12,79,49,6608,171,,
11553,-8,81,51,6633,171,,
11557,-3,88,60,6633,170,,
11561,-13,76,46,6642,170,,
11565,-8,78,51,6642,169,,
11569,-3,84,52,6664,170,,
11573,-11,76,49,6664,169,,
11577,-9,79,48,6637,170,,
11581,-3,82,54,6637,169,,
11585,3,86,59,6655,168,,
11589,-5,83,52,6655,169,,
11593,-6,81,53,6608,168,,
11597,-10,82,55,6608,167,,
11601,-14,73,46,6628,166,,
11605,-6,79,51,6628,166,,
11609,-10,76,48,6657,166,,
11613,-11,80,51,6657,166,,
11617,-10,74,46,6654,166,,
11621,-3,80,51,6654,166,,
11625,-2,86,56,6663,167,,
11629,-9,75,47,6663,167,,
11633,2,88,60,6627,167,,
11637,-1,86,57,6627,167,,
11641,-6,77,49,6629,167,,
11645,-5,84,54,6629,168,,
11649,-7,76,47,6660,168,,
11653,-12,75,50,6660,166,,
11657,-25,66,38,6666,166,,
11661,-13,72,46,6666,165,,
11665,-18,68,40,6720,165,,
11669,-20,61,33,6720,165,,
11673,-11,71,45,6706,164,,
11677,-6,75,48,6706,164,,
11681,-16,63,36,6697,164,,
11685,-16,69,40,6697,165,,
11689,0,79,51,6721,165,,
11693,4,83,53,6721,166,,
11697,2,81,53,6689,166,,
11701,9,82,54,6689,166,,
11705,7,88,58,6658,167,,
11709,-10,71,42,6658,167,,
11713,2,80,51,6637,167,,
11717,3,85,59,6637,166,,
11721,-4,75,48,6689,165,,
11725,-15,68,40,6689,165,,
11729,-15,71,45,6680,164,,
11733,-15,67,37,6680,165,,
11737,-20,61,35,6719,164,,
11741,-14,65,38,6719,164,,
11745,-1,74,47,6753,164,,
11749,4,79,50,6753,165,,
11753,5,75,49,6701,164,,
11757,4,82,54,6701,164,,
11761,11,83,55,6682,164,,
11765,20,92,63,6682,165,,
11769,13,92,67,6655,164,,
11773,-7,73,48,6655,163,,
11777,-8,73,48,6589,162,,
11781,-6,75,49,6589,162,,
11785,-6,73,49,6692,161,,
11789,-11,65,41,6692,160,,
11793,-26,55,29,6682,160,,
11797,-17,65,41,6682,159,,
11801,-16,60,35,6758,159,,
11805,-19,58,33,6758,159,,
11809,-18,54,29,6752,159,,
11813,-10,60,36,6752,158,,
11817,7,74,47,6784,159,,
11821,4,72,49,6784,158,,
11825,4,73,44,6710,160,,
11829,7,74,50,6710,159,,
11833,20,88,60,6681,160,,
11837,13,84,59,6681,160,,
11841,7,77,53,6633,159,,
11845,11,82,57,6633,159,,
11849,-6,67,41,6656,159,,
11853,-11,63,41,6656,157,,
11857,-8,61,38,6688,156,,
11861,-14,64,39,6688,156,,
11865,-14,58,35,6739,155,,
11869,-18,56,32,6739,155,,
11873,-14,54,32,6745,154,,
11877,-11,57,35,6745,153,,
11881,-7,55,36,6757,151,,
11885,0,70,45,6757,152,,
11889,3,68,45,6747,152,,
11893,8,74,50,6747,153,,
11897,10,74,49,6692,154,,
11901,6,74,49,6692,155,,
11905,0,67,43,6662,155,,
11909,7,73,51,6662,154,,
11913,10,73,50,6673,154,,
11917,-3,67,43,6673,154,,
11921,-10,58,36,6645,153,,
11925,-15,57,33,6645,153,,
11929,3,65,43,6711,152,,
11933,-8,56,33,6711,152,,
11937,-23,45,26,6691,150,,
11941,-18,50,30,6691,149,,
11945,-6,56,34,6757,149,,
11949,-13,48,27,6757,149,,
11953,-6,57,33,6737,150,,
11957,7,62,42,6737,149,,
11961,8,69,44,6743,151,,
11965,-8,54,32,6743,151,,
11969,6,67,45,6682,151,,
11973,12,71,46,6682,152,,
11977,3,69,42,6690,154,,
11981,-2,61,38,6690,154,,
11985,4,70,44,6668,155,,
11989,1,61,35,6668,156,,
11993,-9,56,32,6681,156,,
11997,-14,51,25,6681,157,,
12001,-12,54,29,6722,157,,
12005,-3,58,32,6722,158,,
12009,0,62,37,6747,158,,
12013,-11,48,23,6747,158,,
12017,-2,51,30,6702,156,,
12021,-2,58,31,6702,157,,
12025,2,55,36,6740,154,,
12029,9,67,42,6740,155,,
12033,1,54,32,6723,154,,
12037,2,59,37,6723,153,,
12041,7,62,39,6722,153,,
12045,6,65,42,6722,153,,
12049,0,55,32,6673,153,,
12053,-8,50,25,6673,154,,
12057,8,64,41,6693,154,,
12061,1,59,34,6693,155,,
12065,-10,51,25,6681,156,,
12069,-3,53,29,6681,156,,
12073,7,64,40,6712,156,,
12077,8,60,35,6712,156,,
12081,-3,57,32,6681,156,,
12085,1,57,35,6681,155,,
12089,3,55,29,6683,156,,
12093,0,56,34,6683,155,,
12097,-4,52,30,6701,154,,
12101,5,58,35,6701,154,,
12105,5,58,35,6713,154,,
12109,-13,45,21,6713,154,,
12113,-8,48,24,6673,154,,
12117,2,55,30,6673,155,,
12121,-6,46,26,6749,153,,
12125,-4,54,29,6749,154,,
12129,0,51,27,6743,154,,
12133,8,61,38,6743,154,,
12137,3,53,29,6733,154,,
12141,-5,52,28,6733,154,,
12145,3,50,31,6710,152,,
12149,4,59,34,6710,153,,
12153,3,51,30,6724,152,,
12157,-2,54,31,6724,152,,
12161,-4,47,24,6713,152,,
12165,-4,52,29,6713,152,,
12169,-10,43,18,6732,153,,
12173,-8,43,20,6732,153,,
12177,-3,46,23,6767,153,,
12181,-9,47,24,6767,153,,
12185,-4,44,22,6764,152,,
12189,-6,43,20,6764,152,,
12193,1,48,26,6766,152,,
12197,3,45,24,6766,151,,
12201,4,52,30,6758,151,,
12205,11,54,30,6758,152,,
12209,4,44,24,6740,151,,
12213,2,51,27,6740,152,,
12217,4,47,26,6750,151,,
12221,6,47,22,6750,152,,
12225,1,48,27,6741,151,,
12229,-11,35,15,6741,150,,
12233,-6,34,14,6749,149,,
12237,-2,41,17,6749,150,,
12241,-6,39,15,6793,151,,
12245,-10,33,8,6793,152,,
12249,5,44,21,6795,152,,
12253,2,45,20,6795,153,,
12257,-1,39,16,6777,153,,
12261,9,48,25,6777,153,,
12265,16,51,27,6794,153,,
12269,13,48,23,6794,154,,
12273,14,51,28,6751,154,,
12277,20,55,29,6751,155,,
12281,16,50,26,6749,155,,
12285,12,51,27,6749,155,,
12289,7,51,26,6736,156,,
12293,6,46,24,6736,155,,
12297,9,48,22,6740,156,,
12301,3,41,17,6740,156,,
12305,-3,35,11,6740,156,,
12309,2,37,13,6740,156,,
12313,3,41,17,6779,156,,
12317,1,42,20,6779,155,,
12321,1,41,15,6773,156,,
12325,9,45,19,6773,157,,
12329,14,47,22,6785,157,,
12333,16,48,23,6785,157,,
12337,18,50,25,6748,157,,
12341,20,57,30,6748,158,,
12345,20,57,30,6740,159,,
12349,21,56,31,6740,159,,
12353,11,48,25,6684,158,,
12357,0,42,13,6684,160,,
12361,8,44,20,6711,159,,
12365,11,47,21,6711,159,,
12369,0,38,13,6742,159,,
12373,2,39,14,6742,159,,
12377,12,47,19,6749,160,,
12381,20,52,26,6749,160,,
12385,14,54,26,6741,161,,
12389,13,51,27,6741,160,,
12393,19,57,29,6697,161,,
12397,21,60,30,6697,163,,
12401,17,57,28,6661,164,,
12405,15,55,27,6661,164,,
12409,18,58,29,6647,165,,
12413,17,61,34,6647,165,,
12417,15,58,33,6637,164,,
12421,8,54,25,6637,165,,
12425,1,48,20,6608,165,,
12429,2,47,20,6608,165,,
12433,6,48,22,6682,164,,
12437,3,52,23,6682,165,,
12441,1,48,20,6686,165,,
12445,3,48,21,6686,165,,
12449,6,49,23,6683,164,,
12453,12,58,31,6683,164,,
12457,-1,48,19,6692,165,,
12461,6,52,23,6692,166,,
12465,11,55,25,6681,167,,
12469,8,57,28,6681,167,,
12473,0,50,21,6665,167,,
12477,-2,48,17,6665,168,,
12481,8,57,28,6681,168,,
12485,5,55,24,6681,169,,
12489,-4,46,17,6657,169,,
12493,3,52,18,6657,171,,
12497,11,64,34,6701,171,,
12501,9,56,26,6701,171,,
12505,2,55,25,6627,171,,
12509,3,53,25,6627,170,,
12513,8,59,32,6656,169,,
12517,7,59,27,6656,170,,
12521,-1,53,28,6632,168,,
12525,-7,47,20,6632,167,,
12529,1,51,22,6654,167,,
12533,1,54,26,6654,167,,
12537,-3,50,19,6676,168,,
12541,2,51,22,6676,168,,
12545,6,57,28,6678,168,,
12549,4,60,27,6678,170,,
12553,-8,48,18,6647,170,,
12557,2,59,25,6647,172,,
12561,3,56,24,6683,173,,
12565,0,52,20,6683,174,,
12569,-5,52,19,6647,175,,
12573,2,54,22,6647,175,,
12577,2,57,24,6665,176,,
12581,-13,42,12,6665,175,,
12585,-15,39,7,6664,175,,
12589,-6,47,16,6664,175,,
12593,-5,50,18,6740,175,,
12597,-11,38,7,6740,175,,
12601,-3,52,19,6711,176,,
12605,9,57,26,6711,176,,
12609,4,52,20,6711,176,,
12613,0,52,21,6711,176,,
12617,18,64,30,6694,177,,
12621,22,70,38,6694,177,,
12625,10,60,30,6653,176,,
12629,8,58,26,6653,176,,
12633,13,59,29,6639,175,,
12637,3,56,26,6639,174,,
12641,-7,45,17,6657,172,,
12645,-8,47,18,6657,171,,
12649,1,49,23,6712,169,,
12653,-4,45,16,6712,169,,
12657,-8,44,17,6691,168,,
12661,-1,45,20,6691,166,,
12665,3,49,19,6723,167,,
12669,5,54,24,6723,168,,
12673,2,48,21,6719,167,,
12677,3,49,19,6719,168,,
12681,10,58,27,6712,169,,
12685,11,56,28,6712,168,,
12689,9,55,24,6682,169,,
12693,13,61,32,6682,169,,
12697,17,64,33,6671,170,,
12701,8,57,25,6671,171,,
12705,0,47,21,6611,169,,
12709,3,55,24,6611,170,,
12713,9,55,29,6673,168,,
12717,4,56,27,6673,168,,
12721,0,55,28,6646,167,,
12725,4,57,26,6646,168,,
12729,11,58,31,6638,167,,
12733,6,54,26,6638,167,,
12737,-2,52,23,6621,167,,
12741,6,55,27,6621,167,,
12745,5,58,29,6650,167,,
12749,4,56,25,6650,168,,
12753,3,57,28,6625,168,,
12757,5,52,23,6625,168,,
12761,8,62,35,6621,167,,
12765,4,56,30,6621,166,,
12769,-2,55,27,6617,166,,
12773,6,57,31,6617,165,,
12777,3,53,26,6639,165,,
12781,3,55,30,6639,164,,
12785,-4,50,20,6650,165,,
12789,-6,55,26,6650,166,,
12793,0,55,27,6671,166,,
12797,-7,46,20,6671,165,,
12801,-12,45,18,6655,165,,
12805,-2,50,20,6655,166,,
12809,4,61,31,6702,167,,
12813,3,58,27,6702,168,,
12817,5,55,28,6645,167,,
12821,14,68,34,6645,170,,
12825,10,62,30,6647,171,,
12829,7,62,32,6647,171,,
12833,7,61,29,6638,172,,
12837,6,67,35,6638,173,,
12841,5,62,32,6646,173,,
12845,3,64,31,6646,174,,
12849,1,57,28,6633,173,,
12853,9,60,31,6633,172,,
12857,2,63,34,6649,171,,
12861,-1,56,28,6649,170,,
12865,0,59,31,6626,169,,
12869,-3,54,25,6626,169,,
12873,-3,58,33,6636,167,,
12877,-5,55,25,6636,168,,
12881,-3,56,29,6640,167,,
12885,-4,52,24,6640,167,,
12889,-5,54,23,6664,168,,
12893,-7,53,24,6664,168,,
12897,-6,56,23,6680,170,,
12901,0,59,31,6680,169,,
12905,3,61,26,6672,172,,
12909,2,60,29,6672,172,,
12913,2,57,25,6655,173,,
12917,-3,56,23,6655,174,,
12921,10,65,36,6656,173,,
12925,10,69,36,6656,174,,
12929,8,63,33,6627,173,,
12933,12,73,42,6627,173,,
12937,13,69,40,6637,172,,
12941,9,68,40,6637,171,,
12945,10,71,41,6607,171,,
12949,9,70,44,6607,169,,
12953,5,64,36,6605,168,,
12957,-1,67,36,6605,169,,
12961,-4,57,32,6611,167,,
12965,-4,60,30,6611,168,,
12969,-3,61,32,6636,168,,
12973,-9,56,28,6636,168,,
12977,-10,55,27,6653,168,,
12981,-6,58,29,6653,168,,
12985,-6,58,29,6673,168,,
12989,-6,54,23,6673,169,,
12993,1,62,37,6663,167,,
12997,6,63,34,6663,167,,
13001,4,67,40,6649,166,,
13005,-2,58,31,6649,165,,
13009,4,68,41,6626,165,,
13013,6,65,37,6626,165,,
13017,7,67,39,6621,165,,
13021,-1,62,34,6621,165,,
13025,4,72,42,6617,166,,
13029,-3,60,32,6617,166,,
13033,-16,53,21,6612,168,,
13037,-14,57,28,6612,168,,
13041,-6,61,30,6719,169,,
13045,-7,56,23,6719,171,,
13049,-10,59,26,6681,173,,
13053,-3,57,27,6681,173,,
13057,-6,63,26,6701,176,,
13061,4,63,31,6701,176,,
13065,13,72,36,6687,178,,
13069,13,78,43,6687,179,,
13073,11,75,44,6648,178,,
13077,10,71,38,6648,178,,
13081,10,71,40,6617,177,,
13085,6,74,43,6617,176,,
13089,4,71,42,6622,175,,
13093,7,68,39,6622,174,,
13097,3,72,41,6598,174,,
13101,0,63,34,6598,173,,
13105,0,67,40,6608,171,,
13109,3,71,39,6608,172,,
13113,4,70,41,6628,171,,
13117,-4,64,34,6628,171,,
13121,2,68,38,6614,171,,
13125,4,70,40,6614,171,,
13129,5,68,42,6634,169,,
13133,1,72,42,6634,169,,
13137,1,64,39,6606,167,,
13141,6,72,48,6606,165,,
13145,2,65,47,6631,160,,
13149,-6,57,43,6631,154,,
13153,-6,52,46,6595,145,,
13157,1,59,56,6595,136,,
13161,7,57,64,6643,124,,
13165,4,51,64,6643,111,,
13169,10,51,74,6550,95,,
13173,9,52,81,6550,79,,
13177,1,43,77,6515,64,,
13181,5,46,87,6515,48,,
13185,4,44,83,6551,36,,
13189,-2,37,79,6551,25,,
13193,-9,36,76,6553,17,,
13197,-5,38,74,6553,13,,
13201,-3,43,78,6592,10,,
13205,-7,39,71,6592,9,,
13209,-8,37,67,6576,9,,
13213,0,45,76,6576,9,,
13217,0,43,74,6623,9,,
13221,-2,40,71,6623,9,,
13225,-5,43,70,6581,11,,
13229,-7,47,69,6581,15,,
13233,-1,49,70,6588,19,,
13237,-5,51,67,6588,25,,
13241,-1,57,62,6590,35,,
13245,3,60,60,6590,46,,
13249,4,64,56,6585,59,,
13253,1,70,53,6585,74,,
13257,3,73,49,6563,90,,
13261,8,88,58,6563,106,,
13265,4,83,52,6558,119,,
13269,-6,76,39,6558,133,,
13273,1,84,47,6542,144,,
13277,-2,84,47,6542,153,,
13281,-8,79,44,6597,159,,
13285,-11,72,39,6597,163,,
13289,-11,67,38,6598,164,,
13293,-9,72,39,6598,167,,
13297,-14,68,38,6653,168,,
13301,-10,66,39,6653,167,,
13305,-7,74,48,6639,166,,
13309,-2,75,47,6639,166,,
13313,1,74,47,6617,165,,
13317,7,81,54,6617,165,,
13321,5,82,55,6608,165,,
13325,2,81,55,6608,164,,
13329,0,78,49,6585,165,,
13333,-2,78,50,6585,165,,
13337,-5,78,48,6605,166,,
13341,-7,73,43,6605,167,,
13345,-2,77,49,6607,167,,
13349,-11,74,42,6607,169,,
13353,-26,62,33,6616,169,,
13357,-18,62,33,6616,169,,
13361,-16,70,39,6691,170,,
13365,-18,64,32,6691,171,,
13369,-7,66,38,6671,170,,
13373,7,80,48,6671,171,,
13377,15,87,57,6673,171,,
13381,22,89,62,6673,169,,
13385,21,94,65,6607,169,,
13389,12,89,62,6607,168,,
13393,10,90,63,6580,167,,
13397,12,90,60,6580,168,,
13401,3,84,57,6556,167,,
13405,-8,77,51,6556,166,,
13409,-13,74,46,6579,166,,
13413,-12,68,44,6579,164,,
13417,-15,65,34,6635,166,,
13421,-21,66,36,6635,167,,
13425,-9,73,45,6683,167,,
13429,2,78,48,6683,168,,
13433,7,83,54,6655,168,,
13437,15,92,61,6655,169,,
13441,19,96,69,6616,168,,
13445,13,89,62,6616,167,,
13449,3,86,56,6552,168,,
13453,5,88,59,6552,168,,
13457,10,94,63,6605,169,,
13461,3,88,61,6605,168,,
13465,-6,84,53,6569,169,,
13469,2,85,55,6569,169,,
13473,-6,81,50,6599,170,,
13477,-18,73,41,6599,171,,
13481,-13,75,45,6610,171,,
13485,-3,88,56,6610,172,,
13489,-5,80,50,6653,172,,
13493,-9,79,46,6653,173,,
13497,11,94,61,6627,174,,
13501,6,91,60,6627,174,,
13505,0,82,53,6599,173,,
13509,12,99,66,6599,174,,
13513,14,98,71,6617,172,,
13517,10,92,64,6617,171,,
13521,0,91,65,6571,169,,
13525,-2,85,57,6571,168,,
13529,1,92,65,6582,167,,
13533,0,86,59,6582,166,,
13537,-12,78,51,6587,165,,
13541,-13,81,55,6587,164,,
13545,-11,76,50,6639,163,,
13549,-13,76,47,6639,164,,
13553,-4,83,53,6635,165,,
13557,0,92,60,6635,167,,
13561,-2,83,56,6636,166,,
13565,10,100,68,6636,168,,
13569,11,94,66,6627,168,,
13573,-2,86,57,6627,168,,
