システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
333,40,38,0,7182
337,37,42,4,7184
341,24,33,-3,7126
345,8,22,-14,7127
349,5,23,-13,7107
353,6,26,-10,7105
357,-7,19,-17,7143
361,-8,15,-22,7143
365,-5,22,-14,7135
369,-13,12,-24,7135
373,-15,16,-21,7125
377,-9,14,-22,7123
381,-4,23,-14,7181
385,-2,24,-13,7182
389,-2,28,-9,7172
393,4,31,-6,7173
397,6,31,-5,7153
401,9,37,0,7153
405,11,38,0,7143
409,13,43,5,7144
413,15,47,10,7116
417,14,45,7,7118
421,11,46,9,7058
425,9,51,14,7059
429,2,47,10,7041
433,-1,8,46,7042
437,-1,8,46,7002
441,-5,5,43,6999
445,-7,7,45,7077
449,-4,8,46,7076
453,-1,9,47,7076
457,0,9,47,7078
461,4,12,49,7040
465,10,20,57,7042
469,13,26,64,6992
473,16,31,69,6999
477,23,41,78,6813
481,29,48,85,6820
485,35,58,95,6596
489,40,65,100,6600
493,45,72,100,6522
497,42,83,100,6522
501,49,89,100,6474
505,41,94,100,6477
509,29,86,100,6389
513,12,71,100,6388
517,-9,62,99,6416
521,-52,34,71,6411
525,-66,13,50,6509
529,-66,14,51,6494
533,-62,6,43,6886
537,-60,9,46,6881
541,-51,16,53,7007
545,-32,26,63,7007
549,-16,31,68,6997
553,10,53,91,7003
557,33,77,100,6877
561,38,82,100,6887
565,43,96,100,6633
569,46,100,100,6636
573,43,100,100,6586
577,26,97,100,6585
581,14,92,100,6575
585,7,88,100,6574
589,-12,70,100,6594
593,-30,58,95,6592
597,-39,49,87,6660
601,-33,52,90,6654
605,-33,49,87,6782
609,-27,57,95,6782
613,-11,67,100,6792
617,9,81,100,6794
621,26,95,100,6744
625,32,100,100,6745
629,36,100,100,6717
633,42,100,100,6717
637,37,100,100,6735
641,27,100,100,6734
645,22,100,100,6744
649,9,100,100,6744
653,5,100,100,6754
657,2,100,100,6754
661,4,100,100,6754
665,5,100,100,6753
669,15,100,100,6773
673,23,100,100,6772
677,19,100,100,6792
681,35,100,100,6792
685,40,100,100,6810
689,46,100,100,6809
693,47,100,100,6819
697,47,100,100,6819
701,50,100,100,6829
705,49,100,100,6829
709,44,100,100,6839
713,47,100,100,6839
717,56,100,100,6839
721,47,100,100,6839
725,45,100,100,6849
729,58,100,100,6848
733,67,100,100,6858
737,68,100,100,6858
741,75,100,100,6858
745,80,100,100,6858
749,76,100,100,6868
753,83,100,100,6867
757,87,100,100,6877
761,85,100,100,6877
765,87,100,100,6887
769,92,100,100,6887
773,120,100,100,6895
777,128,100,100,6895
781,143,100,100,6887
785,189,100,100,6887
789,106,100,100,6887
793,102,100,100,6888
797,119,100,100,6878
801,100,100,100,6878
805,87,100,100,6868
809,93,100,100,6868
813,109,100,100,6878
817,98,100,100,6877
821,98,100,100,6887
825,115,100,100,6887
829,134,100,100,6905
833,136,100,100,6905
837,138,100,100,6915
841,135,100,100,6914
845,130,100,100,6914
849,138,100,100,6914
853,153,システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
1,-22,12,-25,7449
5,-24,7,-29,7451
9,-24,4,-32,7373
13,-24,2,-35,7376
17,-24,0,-37,7306
21,-26,-7,-45,7307
25,-27,-9,-47,7279
29,-28,-11,-49,7282
33,-27,-17,-54,7184
37,-26,-16,-54,7188
41,-28,-23,-60,7080
45,-27,-31,-68,7084
49,-27,-30,-68,6958
53,-25,-32,-70,6963
57,-25,-36,-73,6845
61,-26,-44,-81,6846
65,-23,-48,-86,6788
69,-26,-51,-88,6793
73,-26,-63,-100,6647
77,-1,-43,-81,6649
81,8,-40,-77,6541
85,46,-18,-55,6535
89,59,-5,-42,6701
93,78,11,-25,6690
97,83,14,-22,6982
101,83,19,-17,6974
105,79,20,-16,7122
109,78,19,-18,7121
113,58,14,-23,7169
117,61,13,-24,7169
121,41,6,-31,7189
125,30,-5,-42,7190
129,32,-3,-41,7190
133,29,0,-38,7191
137,20,-7,-45,7161
141,14,-45,-8,7161
145,19,-48,-11,7161
149,15,-51,-14,7162
153,17,-51,-13,7152
157,10,-56,-18,7154
161,25,-46,-9,7106
165,24,-47,-9,7108
169,34,-44,-7,7078
173,38,-35,1,7077
177,48,-32,5,7077
181,50,-28,9,7075
185,57,-21,16,7135
189,63,-14,22,7135
193,70,-3,34,7135
197,74,-2,34,7137
201,85,12,50,7067
205,88,17,54,7071
209,96,30,68,6965
213,99,39,77,6974
217,100,49,86,6720
221,96,52,89,6732
225,69,45,82,6428
229,29,21,59,6431
233,-2,1,38,6333
237,-4,0,37,6321
241,-20,-8,29,6635
245,-20,-10,26,6630
249,-36,-19,17,6708
253,-32,-16,21,6707
257,-28,-17,20,6735
261,-24,-12,24,6730
265,1,5,43,6878
269,13,54,16,6877
273,21,25,62,6867
277,27,32,69,6871
281,28,36,74,6743
285,24,40,78,6750
289,14,35,73,6634
293,11,71,33,6633
297,10,74,37,6651
301,3,68,31,6651
305,-8,64,26,6623
309,-21,56,19,6622
313,-26,57,20,6650
317,-25,52,15,6648
321,-23,58,21,6678
325,-38,46,9,6680
329,-36,51,13,6642
333,-30,52,15,6640
337,-36,46,8,6708
341,-36,48,11,6704
345,-29,50,12,6802
349,-22,57,20,6801
353,-13,66,28,6801
357,-16,66,29,6805
361,-1,79,42,6707
365,3,80,42,6709
369,3,88,50,6669
373,0,87,49,6670
377,1,89,52,6642
381,-6,85,47,6641
385,-22,78,40,6669
389,-18,79,41,6667
393,-20,80,42,6727
397,-30,66,28,6727
401,-37,63,26,6717
405,-31,65,27,6711
409,-29,67,30,6857
413,-26,71,34,6857
417,-22,76,38,6857
421,-17,76,39,6860
425,-13,82,44,6802
429,-8,83,45,6802
433,-11,83,46,6792
437,-13,88,51,6792
441,-5,94,57,6802
445,-2,93,55,6803
449,-9,95,57,6763
453,-9,95,57,6764
457,-3,94,57,6754
461,-7,97,60,6754
465,-9,96,58,6754
469,-9,96,58,6754
473,-3,100,67,6754
477,-8,100,67,6755
481,-6,100,67,6727
485,-1,100,69,6727
489,-3,100,72,6735
493,-5,100,69,6734
497,-8,100,69,6754
501,0,100,73,6753
505,0,100,80,6783
509,6,100,82,6783
513,4,83,100,6793
517,3,84,100,6791
521,3,85,100,6839
525,5,88,100,6838
529,13,95,100,6838
533,18,96,100,6839
537,14,100,100,6819
541,16,100,100,6819
545,25,100,100,6839
549,19,100,100,6838
553,26,100,100,6848
557,26,100,100,6848
561,24,100,100,6848
565,22,100,100,6848
569,36,100,100,6858
573,40,100,100,6857
577,35,100,100,6877
581,40,100,100,6877
585,41,100,100,6877
589,35,100,100,6877
593,47,100,100,6887
597,57,100,100,6887
601,47,100,100,6895
605,56,100,100,6895
609,63,100,100,6895
613,62,100,100,6895
617,68,100,100,6905
621,70,100,100,6905
625,58,100,100,6905
629,64,100,100,6905
633,75,100,100,6915
637,64,100,100,6914
641,77,100,100,6914
645,88,100,100,6914
649,88,100,100,6914
653,109,100,100,6914
657,131,100,100,6934
661,132,100,100,6934
665,125,100,100,6914
669,123,100,100,6915
673,135,100,100,6915
677,146,100,100,6914
681,143,100,100,6914
685,148,100,100,6915
689,136,100,100,6915
693,151,100,100,6914
697,169,100,100,6914
701,186,100,100,6914
705,217,100,100,6934
